3,Current CPU Percentage,2022-06-02 11:32:29.420014
4,Current CPU Percentage,2022-06-02 11:32:39.699578
5,Current CPU Percentage,2022-06-02 11:32:49.991585
1,Current CPU Percentage,2022-06-02 11:33:00.273846
3,Current CPU Percentage,2022-06-02 11:33:11.074607
2,Current CPU Percentage,2022-06-02 11:33:21.370973
